bodyId,type,side,circuit_role,predicted_nt,predicted_nt_confidence,consensus_nt,total_predictions,functional_sign_justified,functional_sign_limitation
17266,LC4,R,visual_projection_input,acetylcholine,0.9705763343828453,acetylcholine,467,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17270,LC4,L,visual_projection_input,acetylcholine,0.9660372286948378,acetylcholine,335,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17340,LC4,L,visual_projection_input,acetylcholine,0.9723143992283827,acetylcholine,401,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17364,LC4,R,visual_projection_input,acetylcholine,0.9531211457336789,acetylcholine,493,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17478,LC4,L,visual_projection_input,acetylcholine,0.9728713899636966,acetylcholine,521,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17548,LC4,R,visual_projection_input,acetylcholine,0.9587211573373126,acetylcholine,484,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17608,LC4,L,visual_projection_input,acetylcholine,0.9516361466954979,acetylcholine,420,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17653,LC4,L,visual_projection_input,acetylcholine,0.9747326673375373,acetylcholine,512,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17668,LC4,R,visual_projection_input,acetylcholine,0.93414647853245,acetylcholine,430,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17860,LC4,R,visual_projection_input,acetylcholine,0.9607147293581528,acetylcholine,415,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17926,LC4,R,visual_projection_input,acetylcholine,0.9271884278365842,acetylcholine,408,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
17987,LC4,R,visual_projection_input,acetylcholine,0.9564677493587437,acetylcholine,425,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18127,LC4,R,visual_projection_input,acetylcholine,0.9676432550706602,acetylcholine,410,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18189,LC4,R,visual_projection_input,acetylcholine,0.9608231128189743,acetylcholine,418,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18396,LC4,L,visual_projection_input,acetylcholine,0.9410451221006999,acetylcholine,317,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18432,LC4,L,visual_projection_input,acetylcholine,0.9747326673375373,acetylcholine,304,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
18478,LC4,L,visual_projection_input,acetylcholine,0.9646737400178687,acetylcholine,482,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19260,LC4,R,visual_projection_input,acetylcholine,0.9603373795067649,acetylcholine,404,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19420,LC4,R,visual_projection_input,acetylcholine,0.9615833943561014,acetylcholine,369,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19543,LC4,R,visual_projection_input,acetylcholine,0.9572497167980868,acetylcholine,388,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19550,LC4,R,visual_projection_input,acetylcholine,0.9663551449510355,acetylcholine,347,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19634,LC4,R,visual_projection_input,acetylcholine,0.9669544928610335,acetylcholine,374,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19794,LC4,R,visual_projection_input,acetylcholine,0.9543835203259792,acetylcholine,381,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
19954,LC4,R,visual_projection_input,acetylcholine,0.9688685963712497,acetylcholine,331,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20016,LC4,R,visual_projection_input,acetylcholine,0.9693046046740365,acetylcholine,358,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20282,LC4,R,visual_projection_input,acetylcholine,0.9564473160461522,acetylcholine,371,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20399,LC4,R,visual_projection_input,acetylcholine,0.9598578910655974,acetylcholine,391,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20440,LC4,L,visual_projection_input,acetylcholine,0.9636730386480551,acetylcholine,351,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20542,LC4,R,visual_projection_input,acetylcholine,0.963687864545836,acetylcholine,351,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20572,LC4,L,visual_projection_input,acetylcholine,0.9610029490011104,acetylcholine,353,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20588,LC4,R,visual_projection_input,acetylcholine,0.9669595669385621,acetylcholine,374,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20673,LC4,R,visual_projection_input,acetylcholine,0.9747326673375373,acetylcholine,341,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20808,LC4,R,visual_projection_input,acetylcholine,0.968885231408207,acetylcholine,332,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20859,LC4,L,visual_projection_input,acetylcholine,0.9684721765596123,acetylcholine,465,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20917,LC4,R,visual_projection_input,acetylcholine,0.972118851941928,acetylcholine,371,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20967,LC4,L,visual_projection_input,acetylcholine,0.9694480596439623,acetylcholine,367,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
20976,LC4,L,visual_projection_input,acetylcholine,0.9683753869973899,acetylcholine,305,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21151,LC4,R,visual_projection_input,acetylcholine,0.9661661064357494,acetylcholine,340,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21165,LC4,R,visual_projection_input,acetylcholine,0.9718246374630756,acetylcholine,334,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21225,LC4,R,visual_projection_input,acetylcholine,0.9592535038642727,acetylcholine,376,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21287,LC4,R,visual_projection_input,acetylcholine,0.9695368212585712,acetylcholine,374,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21313,LC4,R,visual_projection_input,acetylcholine,0.9605260154988619,acetylcholine,341,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21336,LC4,R,visual_projection_input,acetylcholine,0.960597381716312,acetylcholine,343,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21721,LC4,L,visual_projection_input,acetylcholine,0.9635012816132142,acetylcholine,345,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
21804,LC4,R,visual_projection_input,acetylcholine,0.9639934289414493,acetylcholine,361,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22034,LC4,R,visual_projection_input,acetylcholine,0.9552901980097349,acetylcholine,349,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22194,LC4,R,visual_projection_input,acetylcholine,0.9692904930750493,acetylcholine,356,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22328,LC4,R,visual_projection_input,acetylcholine,0.9516347984461534,acetylcholine,336,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22772,LC4,L,visual_projection_input,acetylcholine,0.969100649786823,acetylcholine,344,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22847,LC4,R,visual_projection_input,acetylcholine,0.9488937559895709,acetylcholine,450,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22922,LC4,L,visual_projection_input,acetylcholine,0.9719277730602193,acetylcholine,345,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22966,LC4,R,visual_projection_input,acetylcholine,0.9526944848878423,acetylcholine,352,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
22975,LC4,R,visual_projection_input,acetylcholine,0.971941627170669,acetylcholine,348,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23098,LC4,R,visual_projection_input,acetylcholine,0.9719326004304287,acetylcholine,347,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23202,LC4,L,visual_projection_input,acetylcholine,0.9609260859900681,acetylcholine,351,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23226,LC4,L,visual_projection_input,acetylcholine,0.9036210648736546,acetylcholine,300,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23392,LC4,R,visual_projection_input,acetylcholine,0.9551230104716241,acetylcholine,346,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23792,LC4,R,visual_projection_input,acetylcholine,0.9634046035132354,acetylcholine,342,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
23929,LC4,R,visual_projection_input,acetylcholine,0.9643892999615815,acetylcholine,375,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
24338,LC4,R,visual_projection_input,acetylcholine,0.972049567950603,acetylcholine,362,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
24523,LC4,L,visual_projection_input,acetylcholine,0.9674370909986699,acetylcholine,399,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
25584,LC4,R,visual_projection_input,acetylcholine,0.9682778328031957,acetylcholine,301,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
26112,LC4,R,visual_projection_input,acetylcholine,0.9630496469580694,acetylcholine,332,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
27624,LC4,L,visual_projection_input,acetylcholine,0.9503948571502981,acetylcholine,438,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
27750,LC4,L,visual_projection_input,acetylcholine,0.9215149185560919,acetylcholine,365,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
27829,LC4,L,visual_projection_input,acetylcholine,0.959426415822869,acetylcholine,317,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
28945,LC4,R,visual_projection_input,acetylcholine,0.9280274184907913,acetylcholine,353,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
28980,LC4,L,visual_projection_input,acetylcholine,0.9626759578262883,acetylcholine,322,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
29417,LC4,L,visual_projection_input,acetylcholine,0.9508279270392025,acetylcholine,325,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
29469,LC4,L,visual_projection_input,acetylcholine,0.955919793531394,acetylcholine,361,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
29514,LC4,L,visual_projection_input,acetylcholine,0.961102319500704,acetylcholine,285,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
29563,LC4,R,visual_projection_input,acetylcholine,0.9747326673375374,acetylcholine,354,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
30087,LC4,L,visual_projection_input,acetylcholine,0.9580777169156861,acetylcholine,291,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
30480,LC4,R,visual_projection_input,acetylcholine,0.9412277882761318,acetylcholine,376,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
30803,LC4,R,visual_projection_input,acetylcholine,0.9201132097090077,acetylcholine,391,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
31262,LC4,R,visual_projection_input,acetylcholine,0.9398639186994224,acetylcholine,361,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
31301,LC4,L,visual_projection_input,acetylcholine,0.9688197068999093,acetylcholine,328,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
31308,LC4,L,visual_projection_input,acetylcholine,0.9642624047418099,acetylcholine,278,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
31429,LC4,L,visual_projection_input,acetylcholine,0.9629144217851269,acetylcholine,328,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
32597,LC4,L,visual_projection_input,acetylcholine,0.9583741852104519,acetylcholine,356,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
33137,LC4,L,visual_projection_input,acetylcholine,0.962822979681173,acetylcholine,326,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
34845,LC4,L,visual_projection_input,acetylcholine,0.9480578821160757,acetylcholine,327,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
35262,LC4,L,visual_projection_input,acetylcholine,0.9684090558439293,acetylcholine,307,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
35616,LC4,L,visual_projection_input,acetylcholine,0.9714165471437943,acetylcholine,293,False,Receptor identity unmapped; cholinergic synapses can act via muscarinic receptors (inhibitory) or nicotinic receptors (excitatory); glutamatergic transmission can be inhibitory via GluCl or excitatory via AMPA-like receptors. Unsigned weights maintained.
